id,uuid,domain,name,type,permalink,cb_url,rank,created_at,updated_at,legal_name,roles,homepage_url,country_code,state_code,region,city,address,postal_code,status,short_description,category_list,category_groups_list,num_funding_rounds,total_funding_usd,total_funding,total_funding_currency_code,founded_on,last_funding_on,closed_on,employee_count,email,phone,facebook_url,linkedin_url,twitter_url,logo_url,alias1,alias2,alias3,primary_role,num_exits,revenue_range
73600,7459b78d-2843-ea14-8d15-acad6abda10e,costco.com,Costco,organization,costco,https://www.crunchbase.com/organization/costco,20591,2012-03-23 07:45:04 UTC,2022-11-09 22:35:00 UTC,Costco Wholesale Corporation,"investor,company",http://costco.com,USA,WA,Washington,Issaquah,999 Lake Drive,98027,ipo,Costco is a membership-only warehouse club that provides a wide selection of merchandise.,"E-Commerce,Retail,Sports,Ticketing","Commerce and Shopping,Events,Media and Entertainment,Sports",,,,,1983-09-15,,,10000+,,(425) 313-6922,https://www.facebook.com/Costco,http://www.linkedin.com/company/costco-wholesale,https://twitter.com/costco?lang=en,https://res.cloudinary.com/crunchbase-production/image/upload/v1488353806/shixh0lncsbc4yockwfn.png,,,,company,,
29418,7c0fde81-158b-e8a8-36bd-6dd64bb7de64,cigna.com,Cigna,organization,cigna,https://www.crunchbase.com/organization/cigna,66528,2010-01-11 11:20:06 UTC,2022-12-28 11:38:59 UTC,Cigna Corp.,"investor,company",http://www.cigna.com,USA,CT,Connecticut,Bloomfield,900 Cottage Grove Road,06002,ipo,"CIGNA Corporation operates as a health service company that helps people to improve the health, well-being, and peace of mind.","Health Care,Medical",Health Care,,,,,1982-01-01,,,10000+,sales@cigna-isg.com,(860) 226-5156,http://www.facebook.com/cigna,https://www.linkedin.com/company/cigna,http://twitter.com/cigna,https://res.cloudinary.com/crunchbase-production/image/upload/v1397750698/26f4f001988b1aaf119407d2e69ac187.png,,,,company,3,
643,8b69af97-cb83-b6f0-789b-45f6f4211171,att.com,AT&T,organization,at-t,https://www.crunchbase.com/organization/at-t,7737,2007-08-24 18:34:13 UTC,2023-07-11 19:13:29 UTC,AT&T Inc.,"investor,company",https://www.att.com,USA,TX,Texas,Dallas,208 S. Akard St,,ipo,AT&T is a telecommunications company.,"Mobile,Service Industry,Telecommunications,Wireless","Hardware,Mobile,Other",1,2200000,2200000,USD,1983-10-05,2023-01-19,,10000+,contact@att.com,3145053140,https://www.facebook.com/ATT,https://www.linkedin.com/company/at&t,http://twitter.com/ATT,https://res.cloudinary.com/crunchbase-production/image/upload/rsykgays5te2z2pqyluw,SBC Communication,,,company,20,
191015,fd80725f-53fc-7009-9878-aeecf1e9ffbb,microsoft.com,Microsoft,organization,microsoft,https://www.crunchbase.com/organization/microsoft,5846,2014-05-12 12:00:58 UTC,2023-07-21 22:18:54 UTC,Microsoft Corporation,"investor,company",https://www.microsoft.com,USA,WA,Washington,Redmond,1 Microsoft Way,98052,ipo,"Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.","Developer Tools,Enterprise Software,Operating Systems,Software","Platforms,Software",2,1000000,1000000,USD,1975-04-04,2022-12-09,,10000+,mdcc@microsoft.com,1800 1 441 0158,https://www.facebook.com/Microsoft,https://www.linkedin.com/company/microsoft,https://www.twitter.com/Microsoft,https://res.cloudinary.com/crunchbase-production/image/upload/v1501613147/ypg7mliwmzomf9fdrkvz.png,msn,,,company,51,
367782,835a9e8a-2bf3-766a-7b00-ef89ed4d3bcf,cardinalhealth.com,Healthcare Solutions Holding,organization,healthcare-solutions-holding,https://www.crunchbase.com/organization/healthcare-solutions-holding,460387,2016-05-09 09:39:31 UTC,2022-12-16 09:37:05 UTC,,company,http://www.cardinalhealth.com,USA,MD,Maryland,Ellicott City,6031 University Boulevard Suite 235,21043-6097,acquired,Provides health care management solutions that help patients' health care outcomes and in the delivery of health care services.,"Health Care,Hospital,Professional Services","Health Care,Other",,,,,2009-01-01,,,10000+,supplierdiversity@cardinalhealth.com,800.218.5688,https://www.facebook.com/cardinalhealthfoundation,https://www.linkedin.com/company/cardinal-health,https://www.twitter.com/cardinalhealth,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png",,,,company,,
13006,c1df52db-c54b-13f8-2e92-eb9ce8ad4617,chevron.com,Chevron Technology Ventures,organization,chevron-technology-ventures,https://www.crunchbase.com/organization/chevron-technology-ventures,37277,2009-01-23 13:51:42 UTC,2020-08-13 19:16:01 UTC,Chevron Technology Ventures LLC,investor,https://www.chevron.com/technology/technology-ventures,USA,TX,Texas,Houston,1200 Smith Street,77002,operating,"Chevron Technology Ventures champions innovation, commercialization and integration of emerging technologies within Chevron.","Finance,Financial Services,Information Technology","Financial Services,Information Technology",,,,,1999-01-01,,,10000+,techventures@chevron.com,866.819.1448,http://www.facebook.com/Chevron,http://www.linkedin.com/company/chevron,http://twitter.com/Chevron,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1488040092/tka0s7lv6xsscvtg1eno.png",Chevron Corporation,,,investor,19,
2226626,33c78a88-457d-4b72-80d2-904effe64661,homedepot.com,Home Depot,organization,home-depot,https://www.crunchbase.com/organization/home-depot,386260,2022-09-15 08:55:12 UTC,2023-04-04 08:22:06 UTC,"Home Depot Product Authority, LLC",company,https://www.homedepot.com,,,,,,,operating,Home Depot is a Construction company.,Construction,Real Estate,,,,,1978-06-29,,,5001-10000,customercare@homedepot.com,1-800-430-3376,https://www.facebook.com/homedepot,https://www.linkedin.com/company/home-depot-at-home-services,https://twitter.com/HomeDepot,https://res.cloudinary.com/crunchbase-production/image/upload/rufbd2x6api6eppij156,,,,company,,
303224,0f07f651-4ed6-3d83-0ab8-71b7de745530,walgreensbootsalliance.com,Walgreens Boots Alliance,organization,walgreens-boots-alliance,https://www.crunchbase.com/organization/walgreens-boots-alliance,40709,2015-08-25 17:35:28 UTC,2019-06-24 21:43:41 UTC,,"company,investor",http://www.walgreensbootsalliance.com/,USA,IL,Illinois,Deerfield,108 Wilmot Road,60015,ipo,"Walgreens Boots Alliance is the first global pharmacy-led, health and wellbeing enterprise in the world.","Enterprise Software,Health Care","Health Care,Software",,,,,1901-01-01,,,10000+,investor.relations@wba.com,+118473153700,,https://www.linkedin.com/company/walgreens-boots-alliance,,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1440524114/v73wtgowa1dgvpeb1ms8.png",,,,company,1,
144714,3e98fae6-be2f-d4f4-9c49-b72c1731b965,marathonpetroleum.com,Marathon Petroleum,organization,marathon-petroleum,https://www.crunchbase.com/organization/marathon-petroleum,54586,2013-10-14 08:03:22 UTC,2018-04-17 09:20:07 UTC,,company,http://www.marathonpetroleum.com,USA,OH,Ohio,Findlay,539 South Main Street,45840,ipo,"MPC is the nation's fourth-largest refiner and the largest refiner in the Midwest. MPC's refining, marketing and transportation.",Oil and Gas,"Energy,Natural Resources",,,,,2005-01-01,,,10000+,mediarelations@marathonpetroleum.com,(419)421-2121,https://www.facebook.com/MarathonPetroleumCorporation,http://www.linkedin.com/company/marathon-petroleum-company,https://twitter.com/MarathonPetroCo,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397749278/6640a64c7d6e6d3c2fa72d9efeb04325.png",,,,company,,
2641370,227f0135-eb98-4a9c-9452-95b341b8b917,thekrogerco.com,Kroger,organization,kroger-b917,https://www.crunchbase.com/organization/kroger-b917,269449,2023-03-10 01:56:15 UTC,2023-07-27 21:34:03 UTC,,company,http://www.thekrogerco.com,USA,OH,Ohio,Cincinnati,,,operating,"Kroger serves customers and community, how we innovate and who we hire.","Grocery,Marketing,Retail,Retail Technology","Commerce and Shopping,Food and Beverage,Hardware,Sales and Marketing,Software",,,,,1883-01-01,,,10000+,,(513) 762-4000,https://www.facebook.com/Kroger/,https://www.linkedin.com/company/kroger/,https://twitter.com/krogernews,https://res.cloudinary.com/crunchbase-production/image/upload/ngokjsvzmzu1a0crtcs5,,,,company,,
343472,8a0ac157-d9b5-6d9a-f4f6-8af6092dfee3,ford.com,Ford Credit,organization,ford-credit,https://www.crunchbase.com/organization/ford-credit,237069,2016-01-29 03:30:52 UTC,2023-08-01 00:31:04 UTC,,company,https://www.ford.com/finance,USA,MI,Michigan,Dearborn,One American Road,48126,operating,Ford Motor Credit Company is a leading automotive finance company,"Automotive,Finance,Financial Services","Financial Services,Transportation",,,,,1959-01-01,,,10000+,,313-322-3000,,https://www.linkedin.com/company/ford-motor-company,https://twitter.com/fordcredit,https://res.cloudinary.com/crunchbase-production/image/upload/v1454038205/pjpk3edg5jegp7aenjvy.jpg,,,,company,,
3967,e693e2f0-50bb-05ab-8a27-4078f5dacf11,verizon.com,Verizon,organization,verizon-communications,https://www.crunchbase.com/organization/verizon-communications,1561,2008-04-30 12:02:38 UTC,2021-03-19 03:58:21 UTC,Bell Atlantic Corporation,"investor,company",http://www.verizon.com/,USA,NY,New York,New York,,11001,ipo,Verizon Communications is a broadband and telecommunications company that provides information and entertainment services.,"Communications Infrastructure,Information Technology,Mobile,Telecommunications","Hardware,Information Technology,Mobile",7,30079814466,30079814466,USD,1983-10-07,2014-02-28,,10000+,,,http://www.facebook.com/verizon,http://www.linkedin.com/company/verizon,https://twitter.com/verizon,https://res.cloudinary.com/crunchbase-production/image/upload/d4jr3mzalcpvrwkawjnn,Verizon,,,company,1,
44310,ab49c193-63c6-680b-7930-8f40e9f55a19,jpmorganchase.com,JP Morgan Chase,organization,jpmorgan-chase-co,https://www.crunchbase.com/organization/jpmorgan-chase-co,558,2010-10-04 00:41:21 UTC,2023-05-19 19:19:22 UTC,JP Morgan Chase & Co.,"investor,company",http://www.jpmorganchase.com,USA,NY,New York,New York,270 Park Avenue,10017,ipo,"JP Morgan Chase is a global financial services provider that offers investment banking, asset management, treasury, and other services.","Asset Management,Banking,Financial Services","Financial Services,Lending and Investments",1,3000000,3000000,USD,2000-12-01,2019-04-18,,10000+,,(212) 270-0589,https://www.facebook.com/jpmorganchase,https://www.linkedin.com/company/jpmorganchase,https://www.twitter.com/jpmorgan,https://res.cloudinary.com/crunchbase-production/image/upload/xcmxfdnrjp3ra61swsxe,Cazenove,JPMORGAN CHASE BANK,,investor,69,
28584,5087a047-80c5-4aa3-dfdf-30dd8ac88b5e,gm.com,General Motors,organization,general-motors,https://www.crunchbase.com/organization/general-motors,11045,2009-12-24 03:08:12 UTC,2023-05-09 12:11:30 UTC,General Motors Co,"investor,company",https://www.gm.com,USA,MI,Michigan,Detroit,100 Renaissance Center,48243,ipo,"General Motors manufactures, markets, and distributes vehicles and vehicle parts.","Automotive,Electric Vehicle,Information Services,Manufacturing,Transportation","Information Technology,Manufacturing,Transportation",2,505313,505313,USD,1908-09-16,2011-02-01,,10000+,,(313)556-5000,https://www.facebook.com/generalmotors,https://www.linkedin.com/company/general-motors,https://www.twitter.com/GM,https://res.cloudinary.com/crunchbase-production/image/upload/hmmrtltnb5pke51rxlvg,General Motors Company,,,company,9,
103400,8fd89cd0-421a-f512-65ea-da7f27a9a276,centene.com,Centene,organization,centene-corporation,https://www.crunchbase.com/organization/centene-corporation,44359,2013-04-25 12:31:59 UTC,2023-02-07 03:39:50 UTC,Centene Corporation,"investor,company",http://centene.com,USA,MO,Missouri,St Louis,7700 Forsyth Blvd.,63105,ipo,"Centene provides healthcare solutions to families and individuals in order for them to get well, stay well, and be well.","Enterprise,Health Care,Hospital","Health Care,Other",1,21102000,21102000,USD,1984-01-01,2012-01-06,,10000+,mediainquiries@centene.com,314-725-4477,https://www.facebook.com/centenecorporation,https://www.linkedin.com/company/centene-corporation,http://twitter.com/Centene,https://res.cloudinary.com/crunchbase-production/image/upload/v1405571956/tqejaodqkenbb7pzwb7m.png,,,,company,4,
230330,32e93c48-8305-b521-72bc-e1f090cc867a,fb.com,G5 CLASSIFIEDS™,organization,g5-classifieds™,https://www.crunchbase.com/organization/g5-classifieds™,2095426,2014-10-30 11:35:20 UTC,2022-12-19 14:16:00 UTC,,company,http://WWW.FB.COM/G5CLASSIFIEDS,USA,AZ,Arizona,Yuma,#G5 #G5,85365,operating,WHAT IS G5 CLASSIFIEDS�,"Communities,Infrastructure,Social Network","Community and Lifestyle,Internet Services,Other",,,,,2013-07-04,,,10000+,,,http://www.facebook.com/G5CLASSIFIEDS,https://www.linkedin.com/company/g5-classifieds%E2%84%A2/,http://twitter.com/G5CLASSIFIEDS,https://res.cloudinary.com/crunchbase-production/image/upload/v1414665440/dmudquqxs5jra1ftzgbz.png,,,,company,,
213652,f48612e0-d1f9-98cb-55ab-e04b64597334,phillips66.com,Phillips 66,organization,phillips-66-2,https://www.crunchbase.com/organization/phillips-66-2,84889,2014-08-21 05:09:33 UTC,2022-01-26 03:54:12 UTC,,company,http://www.phillips66.com/,USA,TX,Texas,Houston,P.O. Box 4428,77210,ipo,Energy manufacturing and logistics company,"Energy,Logistics,Manufacturing","Energy,Manufacturing,Transportation",,,,,1917-01-01,,,10000+,cservice@p66.com,281-293-6600,http://www.facebook.com/Phillips66Co,https://www.linkedin.com/company/phillips66co/,http://twitter.com/Phillips66Co,https://res.cloudinary.com/crunchbase-production/image/upload/v1408597616/o64yvdkjatw0t0wtzz7z.png,,,,company,,
18288,82b40939-e737-210d-a5d1-1f6e09fe3427,valero.com,Valero Energy,organization,valero-energy,https://www.crunchbase.com/organization/valero-energy,125450,2009-06-17 15:16:57 UTC,2022-11-17 11:38:44 UTC,,"investor,company",http://www.valero.com,USA,TX,Texas,San Antonio,One Valero Way,78249,acquired,"Valero Energy is a Fortune 500 international manufacturer and a marketer of transportation fuels, other petrochemical products and power.","Biofuel,Energy,Manufacturing,Oil and Gas","Energy,Manufacturing,Natural Resources,Sustainability",,,,,1980-01-01,,,10000+,valeromedia@valero.com,(210) 345-2511,http://www.facebook.com/valeroenergy,http://www.linkedin.com/company/valero-energy-corporation,https://twitter.com/valeroenergy?lang=en,https://res.cloudinary.com/crunchbase-production/image/upload/v1397181597/575bb6ef0f5b50fd917d5c3c1c858320.png,,,,company,,
701552,65aa5969-848e-4f37-9287-d320365935ea,delltechnologies.com,Dell Technologies,organization,dell-technologies,https://www.crunchbase.com/organization/dell-technologies,47435,2019-06-18 17:05:45 UTC,2022-10-06 05:39:06 UTC,,"investor,company",https://www.delltechnologies.com/en-ph/index.htm,USA,TX,Texas,Round Rock,,78682,operating,Dell Technologies provides essential infrastructure for organizations to build their digital future.,"Information and Communications Technology (ICT),Information Services,Information Technology",Information Technology,,,,,2016-01-01,,,10000+,,,https://www.facebook.com/delltechnologies/,https://www.linkedin.com/company/delltechnologies/,https://twitter.com/DellTech,https://res.cloudinary.com/crunchbase-production/image/upload/jdcksev29t8rrhqujpfx,,,,investor,,
12994,0f67629f-2381-2fee-583b-6c2be3dfb7f2,target.com,Target,organization,target,https://www.crunchbase.com/organization/target,5980,2009-01-23 09:35:31 UTC,2021-06-04 14:16:45 UTC,"Target Brands, Inc","investor,company",https://www.target.com,USA,MN,Minnesota,Minneapolis,1000 Nicollet Mall,55403,ipo,"Target is an American retailing company providing access to a wide selection of products such as furniture, electronics, toys, and more.","Communities,E-Commerce,Retail,Shopping","Commerce and Shopping,Community and Lifestyle",1,,,,1962-01-01,2007-12-01,,10000+,,,http://www.facebook.com/target,http://www.linkedin.com/company/target,http://twitter.com/Target,https://res.cloudinary.com/crunchbase-production/image/upload/v1488038765/ivdunwyp36eoaoifupsr.png,Target Corporation,Dayton Hudson Corp,Target,company,2,
99134,dabfe86a-8069-d9e9-bdc6-6e7bd33c0b5f,fanniemae.com,Fannie Mae,organization,fannie-mae,https://www.crunchbase.com/organization/fannie-mae,30933,2013-03-22 23:07:58 UTC,2019-06-24 21:26:32 UTC,,"company,investor",http://www.fanniemae.com,USA,DC,District of Columbia,Washington,"3900 Wisconsin Avenue, NW",20016-2892,ipo,Fannie Mae is supporting today's economic recovery and helping to build a sustainable housing finance system.,"Credit,Financial Services,Real Estate","Financial Services,Lending and Investments,Real Estate",,,,,1938-01-01,,,5001-10000,resource_center@fanniemae.com,(800) 732-6643,https://www.facebook.com/fanniemae,https://www.linkedin.com/company/fannie-mae-corporation_19722,https://twitter.com/fanniemae,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/eev92gy40g35nwo8yf7q",Federal National Mortgage Association,,,company,1,
98426,99931bff-be41-3c3b-3b76-4fede79cc5a0,ups.com,United Parcel Service,organization,united-parcel-service,https://www.crunchbase.com/organization/united-parcel-service,38471,2013-03-15 00:46:05 UTC,2021-10-13 15:41:04 UTC,"United Parcel Service, Inc.","investor,company",http://www.ups.com,USA,GA,Georgia,Atlanta,55 Glenlake Parkway NE,30328,ipo,UPS is a package delivery company that offers the transportation of packages and freight and the facilitation of international trade.,"Logistics,Messaging,Transportation","Information Technology,Internet Services,Messaging and Telecommunications,Transportation",,,,,1907-01-01,,,10000+,,(404)828-6000,https://www.facebook.com/ups,http://www.linkedin.com/company/ups,https://twitter.com/UPS,https://res.cloudinary.com/crunchbase-production/image/upload/ppg0mddqykwrk0f4ib9z,UPS,,,company,7,
115892,56409cc3-6671-61ce-4edf-d978f1ced3de,lowes.com,Lowe's,organization,lowes,https://www.crunchbase.com/organization/lowes,1375,2013-06-18 12:38:44 UTC,2022-06-18 06:32:26 UTC,"Lowe's Companies, Inc.","investor,company",https://www.lowes.com,USA,NC,North Carolina,Mooresville,,,ipo,"Lowe's provides the skills you need to manage your home, and offer the best customer services.","Hardware,Home Renovation,Manufacturing","Hardware,Manufacturing,Real Estate",1,5000000000,5000000000,USD,1946-01-01,2022-03-22,,10000+,,1 877 465 6937,http://www.facebook.com/lowes,https://www.linkedin.com/company/lowe's-home-improvement,http://twitter.com/Lowes,https://res.cloudinary.com/crunchbase-production/image/upload/v1397185394/fb797cdb5af1aaa4612de3ec234085fc.png,Lowe's Companies,,,company,4,
4847,a7c69d60-5083-08ef-937b-6cef93a9728c,bankofamerica.com,Bank of America,organization,bank-of-america,https://www.crunchbase.com/organization/bank-of-america,641,2008-05-31 12:19:52 UTC,2023-06-26 04:33:18 UTC,Bank of America Corporation,"investor,company",https://www.bankofamerica.com,USA,NC,North Carolina,Charlotte,100 North Tryon Street,28202,acquired,"Bank of America is a financial institution that offers credit cards, home loans, and auto loan services.","Asset Management,Banking,Finance,Financial Services,FinTech","Financial Services,Lending and Investments",3,1200000000,1200000000,USD,2007-01-01,2020-07-28,,10000+,,1 800.432.1000,https://www.facebook.com/BankofAmerica,https://www.linkedin.com/company/bank-of-america,https://www.twitter.com/BankofAmerica,https://res.cloudinary.com/crunchbase-production/image/upload/v1488030279/fkmjioyl8kk3g02p71ii.png,Bank of America NA,Bank of America National Association,,investor,59,
